source_scraper,website,city,operation,product,listing_url,collected_at,raw_nombre,raw_descripcion,raw_ubicacion,raw_precio,raw_tipo,raw_habitaciones,raw_banos,raw_metros_cuadrados,raw_estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-66515d9cb41d-7faf-196097e-a656-799b,2025-09-17T19:25:47.813977,Casa en Venta en Prados de Providencia,"FICHA TÉCNICA – CASA EN VENTA | PRADOS PROVIDENCIA

Precio: $8,450,000 MXN (a negociar)
Terreno: 225 m²
Construcción: 213 m²
Ubicación: Prados Providencia, Guadalajara, Jalisco

DESCRIPCIÓN GENERAL
Propiedad ubicada en una de las colonias residenciales más cotizadas de Guadalajara, ideal para quienes buscan seguridad, plusvalía y cercanía con las principales avenidas de la ciudad. La casa se encuentra en una calle tranquila y arbolada, con excelente conectividad y acceso rápido a puntos estratégicos de la zona metropolitana.

CARACTERÍSTICAS

Amplia sala-comedor con iluminación natural

Cocina integral con alacena

3 recámaras con clósets (principal con baño completo)

2.5 baños

Estudio o sala de TV

Jardín trasero

Cuarto de servicio con baño

Cochera para 2 autos

Cisterna y bomba hidráulica

Excelente estado de conservación

ZONA Y ENTORNO
Prados Providencia es reconocida por su ambiente residencial de alta calidad, rodeado de áreas verdes, parques, escuelas, centros comerciales y restaurantes de primer nivel. A pocos minutos de avenidas importantes como Pablo Neruda, López Mateos y Montevideo, así como del Club de Industriales, Punto Sao Paulo, y Plaza Patria. Zona de alta plusvalía y gran demanda inmobiliaria.

OBSERVACIONES
La propiedad cuenta con documentación en regla y está lista para escriturarse. Ideal para familia o inversionistas que deseen modernizar y capitalizar la ubicación.","Prados de Providencia, Guadalajara, Jalisco","$ 8,450,000 MXN",venta,3,2,213 m²,2 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-22e05adc8e3b-3803-198789b-892a-78dc,2025-09-17T19:25:47.813977,Casa en Venta en Ladrón de Guevara,"FICHA TÉCNICA – CASA EN VENTA EN SANTA TERE, GUADALAJARA

Ubicación: Santa Teresita, Guadalajara, Jalisco
Precio: $3,650,000 MXN
Terreno: 5 metros de frente x 23 metros de fondo (115 m²)
Estado: A remodelar
Uso de suelo: Habitacional
Sin Cochera 

Ideal para:

Proyecto de remodelación

Inversión para departamentos, estudios u oficinas

Renta tradicional o por plataformas

Descripción general:
Propiedad ubicada en el corazón de Santa Tere, una de las zonas con mayor demanda por su cercanía al centro, a la zona Chapultepec y su ambiente tradicional. La casa requiere remodelación, lo que permite adaptarla a distintos proyectos habitacionales o comerciales.

Características actuales:

Construcción original antigua

Espacios con buena iluminación natural

Patio interior

Servicios de agua, luz y drenaje activos

Posibilidad de ampliación

Entorno cercano:

A dos cuadras del Mercado de Santa Tere

Cercana a escuelas, tiendas, cafés y transporte público

A 5 minutos de Av. Chapultepec

Alta plusvalía y demanda en la zona","Ladrón de Guevara, Guadalajara, Jalisco","$ 3,650,000 MXN",venta,4,2,,
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-17caea73da07-48b4-18f5d0b-b3cd-7aa4,2025-09-17T19:25:47.813977,Casa en Venta en Americana,"Casa en esquina con 5 amplias recamaras, Estudio, Cuarto de servicio, Patio de lavado, Bodega en planta alta. Amplia sala y comedor, cocina y cochera para 4 carros.","Americana, Guadalajara, Jalisco","$ 10,500,000 MXN",venta,5,3,470 m²,4 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-49ed89aa3665-7ca-193d262-bdaa-7bdb,2025-09-17T19:25:47.813977,Casa en Venta en Colinas de San Javier,"Casa en venta ubicada en una de las mejores zonas de la ciudad, diseñada para ofrecer lujo y comodidad. La propiedad cuenta con cuatro recámaras muy amplias, una alberca techada con baños completos, un extenso jardín y una terraza ideal para reuniones sociales. Además, dispone de un cuarto de juegos, una oficina privada, y una cocina equipada con una gran alacena. Incluye tres cuartos de servicio y una cochera con capacidad para ocho autos. Una residencia que combina amplitud, funcionalidad y elegancia en cada detalle. EasyBroker ID: EB-RW7423","Colinas de San Javier, Guadalajara, Jalisco","$ 34,400,000 MXN",venta,4,8,970 m²,8 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-bfe7dc137792-d1db-197308a-9138-78dc,2025-09-17T19:25:47.813977,Casa en Venta en Country Club,"Casa ideal para remodelar, ubicada en una de las zonas con mayor plusvalía en la Zona Metropolitana de Guadalajara.

Cuenta con 3 recámaras con baño, estudio/ oficina, sala comedor, terraza, cuarto de servicio con baño y lavandería.
- Frente: 16 m
- Fondo: 25 m
- Edad: 40 años

**PRECIO Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO. EasyBroker ID: EB-SZ0338","Country Club, Guadalajara, Jalisco","$ 15,717,000 MXN",venta,3,3,313 m²,2 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-66063a7bbbcf-eb22-198eee7-b9ed-73a3,2025-09-17T19:25:47.813977,Casa en Condominio en Venta en Colinas de San Javier,"En uno de los condominios más exclusivos y seguros de la ciudad, se encuentra esta casa espectacular de estilo contemporáneo, proyecto del reconocido arquitecto Paolino Di Vece, logrando un diseño limpio y orgánico, de espacios amplios e iluminados y hermosos jardines a dos minutos del Bosque de los Colomos.

PLANTA BAJA
Cochera 6 autos (3 cubiertos)
Acceso principal
Amplio vestíbulo de ingreso
Sala formal y comedor
Area de cava
Terraza techada
Gran jardín
Medio baño
Amplia cocina con desayunador, barra de granito y alacena.
Lavandería y cuarto de servicio con baño completo

ENTREPISO
Amplia sala de TV
Estudio

PLANTA ALTA
Recámara principal con sala de estar, dos vestidores y dos baños, uno de ellos con jacuzzi.

Dos recámaras secundarias, cada una con baño y vestidor

Cuenta con dos accesos controlados, con seguridad 24/7.

ACABADOS DE LUJO
- Carpintería de cedro odorata
- Duela de ingeniería de Tzalam
- Pisos de cerámica italianos
- Cuarzo en cocina
- Paneles solares

AMENIDADES
- Exterior -
Estacionamiento techado
Patio
Facilidad para estacionarse
Riego por aspersión
Jardín
Terraza

- General -
Cocina equipada
Oficina
Cuarto de servicio
Fraccionamiento privdo
Bodega
Estudio
Seguridad 24 horas
Hidroneumático
Panel solar

- Recreación -
Jacuzzi
 
- Políticas -
Mascotas permitidas. EasyBroker ID: EB-UB0147","Colinas de San Javier, Guadalajara, Jalisco","$ 46,000,000 MXN",venta,3,5,648 m²,6 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-6739e182a2ab-b523-a7805a60-be89-3e56,2025-09-17T19:25:47.813977,Casa en Venta en Chapalita,"Propiedad con extraordinaria ubicación
Amplia casa de 2 pisos
Gran Jardín plano
Cuenta con dos frentes, uno sobre la calle Santa Rita y otro sobre Parque Juan Diego
Ubicada en concurrida zona de Chapalita por su variedad de restaurantes, oficinas y comercios de todo tipo
5 recámaras
4 baños y medio
7 estacionamientos. EasyBroker ID: EB-PS2538","Chapalita, Guadalajara, Jalisco","$ 32,000,000 MXN",venta,5,4,776 m²,7 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-f12258b91ccf-6a54-1973089-9246-77c6,2025-09-17T19:25:47.813977,Casa en Venta en Independencia Oriente,"🏡 ¡Gran Oportunidad en Sierra Morena, Colonia Independencia! 🏡

📍 A solo unas cuadras del Centro Médico de Occidente, esta propiedad con uso de suelo mixto es ideal para consultorios, dormitorios o un nuevo proyecto inmobiliario.

🔹 Se vende como terreno a precio de oportunidad 📉
🔹 206 m² de superficie con amplios espacios
🔹 3 cajones de estacionamiento 🚗
🔹 Ubicación estratégica en una zona de alta demanda

💰 Precio: $4,950,000 MXN

Inversión con gran potencial en una de las zonas con mayor crecimiento y plusvalía. ¡No dejes pasar esta oportunidad! 📲 Contáctanos para más información.


Información sujeta a cambio sin previo aviso*. EasyBroker ID: EB-SG6174","Independencia Oriente, Guadalajara, Jalisco","$ 4,950,000 MXN",venta,3,2,,3 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-eb33e2d1d0e0-406d-198d4cc-a4cb-78d1,2025-09-17T19:25:47.813977,Casa en Venta en Monraz,"Casa en tres niveles con cochera para 6 autos a 1 cuadra del hospital del Carmen.

Planta baja: Sala, comedor, cocina, despensa, patio, bar, área de juegos, medio baño.

Planta alta: 4 habitaciones, la principal con baño completo, las secundarias comparten baño, área de TV.

Tercer nivel: Dos cuartos de servicio que comparten baño completo.

- Patio
- Cuarto de servicio con baño. EasyBroker ID: EB-TZ9405","Monraz, Guadalajara, Jalisco","$ 13,900,000 MXN",venta,4,4,589 m²,
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-f424d585ff1e-15f3-431ccb5b-9329-30c6,2025-09-17T19:25:47.813977,Casa en Venta en Rancho Nuevo,"2 Bodegas, una con oficina de dos pisos con baño completo y otra con área de almacén con una superficie de  terreno de 734m2 y 722m2 de construcción ubicada cerca de periférico norte en el sector hidalgo. EasyBroker ID: EB-OD0633","Rancho Nuevo, Guadalajara, Jalisco","$ 7,500,000 MXN",venta,,,722 m²,
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-66f842b458a8-33a3-194628a-9384-7814,2025-09-17T19:25:47.813977,Casa en Condominio en Venta en Jardines Del Bosque,"Vive en un lugar donde el diseño, la calidad y el confort se combinan para brindarte el hogar de tus sueños.

Ubicación Estratégica:
Luna Residences está ubicado en una zona privilegiada de Guadalajara, dentro de la colonia Jardines del Bosque, reconocida por su excelente conectividad y calidad de vida. Este desarrollo se encuentra en una de las áreas más tranquilas y bien planeadas de la ciudad, cerca de servicios esenciales, comercios y áreas recreativas.

Datos curiosos sobre la ubicación:

Jardines del Bosque es conocida por su diseño urbanístico que mezcla calles arboladas con áreas comerciales, proporcionando un equilibrio perfecto entre tranquilidad y conveniencia.
Esta colonia cuenta con acceso a importantes vialidades como Av. Mariano Otero y Av. López Mateos, que conectan con los principales puntos de la ciudad.
A pocos minutos de distancia se encuentran parques, centros culturales y restaurantes emblemáticos que hacen de esta área un lugar vibrante para vivir.
Características del Desarrollo:

Viviendas diseñadas con espacios funcionales y acabados de alta calidad.
Pisos interiores y exteriores de porcelánico rectificado modelo Adria Grey, que ofrecen un diseño contemporáneo y durabilidad.
Carpintería en madera tono Malta para puertas, closets y muebles de baño, complementada con herrajes en cromo mate o negro mate.
Detalles de Cocina:

Cocinas modernas con muebles en melamina tono Malta y blanco mate.
Cubiertas de granito negro San Gabriel con acabado mate.
Tarja doble de acero inoxidable y grifería de alta calidad de la colección JYM de Urrea.
Campana y estufa con horno, que brindan practicidad y elegancia.
Baños Elegantes:

Sanitarios de una pieza marca Tendenza.
Lavamanos American Standard en diferentes estilos para baños generales y medios baños.
Grifería de la colección JYM de Urrea en acabados cromo y negro mate, garantizando estilo y funcionalidad.
Otros Acabados y Detalles Importantes:

Cancelaría de aluminio color gris Europa con cristales claros y mosquiteros corredizos.
Diseño arquitectónico que optimiza la iluminación y ventilación natural en cada vivienda.
El Desarrollo:
Luna Residences ofrece una comunidad residencial con un diseño moderno que se adapta a las necesidades actuales. Es el lugar ideal para familias, parejas o personas que buscan un hogar con altos estándares de calidad y un ambiente tranquilo.

¡Contáctanos para conocer más sobre Luna Residences!
Descubre tu nuevo hogar y haz realidad el estilo de vida que siempre has deseado.

**FECHA DE ENTREGA SEP/2025**

**Precio sujeto a cambio sin previo aviso aplicable hasta el momento de firma del contrato respectivo.
La s imágenes son ilustrativas.**
Precios totales en operaciones de contado y en caso de que las operaciones sean por crédito el precio total se determinará en función de los montos variables de conceptos de créditos y gastos notariales que deben ser consultados con los promotores, conforme al apartado 5.6.7 de la NOM 247
**Los precios señalados son referenciales al precio por metro cuadrado, se atenderá a que el valor es la cantidad que resulte ser más alta.**. EasyBroker ID: EB-SA5703","Jardines Del Bosque, Guadalajara, Jalisco","$ 8,736,300 MXN",venta,3,2,208 m²,2 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-22b075d2c12e-46f9-194628a-80f9-7386,2025-09-17T19:25:47.813977,Casa en Condominio en Venta en Jardines Del Bosque,"Vive en un lugar donde el diseño, la calidad y el confort se combinan para brindarte el hogar de tus sueños.

Ubicación Estratégica:
Luna Residences está ubicado en una zona privilegiada de Guadalajara, dentro de la colonia Jardines del Bosque, reconocida por su excelente conectividad y calidad de vida. Este desarrollo se encuentra en una de las áreas más tranquilas y bien planeadas de la ciudad, cerca de servicios esenciales, comercios y áreas recreativas.

Datos curiosos sobre la ubicación:

Jardines del Bosque es conocida por su diseño urbanístico que mezcla calles arboladas con áreas comerciales, proporcionando un equilibrio perfecto entre tranquilidad y conveniencia.
Esta colonia cuenta con acceso a importantes vialidades como Av. Mariano Otero y Av. López Mateos, que conectan con los principales puntos de la ciudad.
A pocos minutos de distancia se encuentran parques, centros culturales y restaurantes emblemáticos que hacen de esta área un lugar vibrante para vivir.
Características del Desarrollo:

Viviendas diseñadas con espacios funcionales y acabados de alta calidad.
Pisos interiores y exteriores de porcelánico rectificado modelo Adria Grey, que ofrecen un diseño contemporáneo y durabilidad.
Carpintería en madera tono Malta para puertas, closets y muebles de baño, complementada con herrajes en cromo mate o negro mate.
Detalles de Cocina:

Cocinas modernas con muebles en melamina tono Malta y blanco mate.
Cubiertas de granito negro San Gabriel con acabado mate.
Tarja doble de acero inoxidable y grifería de alta calidad de la colección JYM de Urrea.
Campana y estufa con horno, que brindan practicidad y elegancia.
Baños Elegantes:

Sanitarios de una pieza marca Tendenza.
Lavamanos American Standard en diferentes estilos para baños generales y medios baños.
Grifería de la colección JYM de Urrea en acabados cromo y negro mate, garantizando estilo y funcionalidad.
Otros Acabados y Detalles Importantes:

Cancelaría de aluminio color gris Europa con cristales claros y mosquiteros corredizos.
Diseño arquitectónico que optimiza la iluminación y ventilación natural en cada vivienda.
El Desarrollo:
Luna Residences ofrece una comunidad residencial con un diseño moderno que se adapta a las necesidades actuales. Es el lugar ideal para familias, parejas o personas que buscan un hogar con altos estándares de calidad y un ambiente tranquilo.

¡Contáctanos para conocer más sobre Luna Residences!
Descubre tu nuevo hogar y haz realidad el estilo de vida que siempre has deseado.

**FECHA DE ENTREGA SEP/2025**

**Precio sujeto a cambio sin previo aviso aplicable hasta el momento de firma del contrato respectivo.
La s imágenes son ilustrativas.**
Precios totales en operaciones de contado y en caso de que las operaciones sean por crédito el precio total se determinará en función de los montos variables de conceptos de créditos y gastos notariales que deben ser consultados con los promotores, conforme al apartado 5.6.7 de la NOM 247
**Los precios señalados son referenciales al precio por metro cuadrado, se atenderá a que el valor es la cantidad que resulte ser más alta.**. EasyBroker ID: EB-SA5736","Jardines Del Bosque, Guadalajara, Jalisco","$ 8,597,100 MXN",venta,3,2,205 m²,2 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-f419d64e7fb2-40e6-194628a-967d-7336,2025-09-17T19:25:47.813977,Casa en Condominio en Venta en Jardines Del Bosque,"Vive en un lugar donde el diseño, la calidad y el confort se combinan para brindarte el hogar de tus sueños.

Casa en Venta tipo Town House. 

Ubicación Estratégica:
Luna Residences está ubicado en una zona privilegiada de Guadalajara, dentro de la colonia Jardines del Bosque, reconocida por su excelente conectividad y calidad de vida. Este desarrollo se encuentra en una de las áreas más tranquilas y bien planeadas de la ciudad, cerca de servicios esenciales, comercios y áreas recreativas.

Datos curiosos sobre la ubicación:

Jardines del Bosque es conocida por su diseño urbanístico que mezcla calles arboladas con áreas comerciales, proporcionando un equilibrio perfecto entre tranquilidad y conveniencia.
Esta colonia cuenta con acceso a importantes vialidades como Av. Mariano Otero y Av. López Mateos, que conectan con los principales puntos de la ciudad.
A pocos minutos de distancia se encuentran parques, centros culturales y restaurantes emblemáticos que hacen de esta área un lugar vibrante para vivir.
Características del Desarrollo:

Viviendas diseñadas con espacios funcionales y acabados de alta calidad.
Pisos interiores y exteriores de porcelánico rectificado modelo Adria Grey, que ofrecen un diseño contemporáneo y durabilidad.
Carpintería en madera tono Malta para puertas, closets y muebles de baño, complementada con herrajes en cromo mate o negro mate.
Detalles de Cocina:

Cocinas modernas con muebles en melamina tono Malta y blanco mate.
Cubiertas de granito negro San Gabriel con acabado mate.
Tarja doble de acero inoxidable y grifería de alta calidad de la colección JYM de Urrea.
Campana y estufa con horno, que brindan practicidad y elegancia.
Baños Elegantes:

Sanitarios de una pieza marca Tendenza.
Lavamanos American Standard en diferentes estilos para baños generales y medios baños.
Grifería de la colección JYM de Urrea en acabados cromo y negro mate, garantizando estilo y funcionalidad.
Otros Acabados y Detalles Importantes:

Cancelaría de aluminio color gris Europa con cristales claros y mosquiteros corredizos.
Diseño arquitectónico que optimiza la iluminación y ventilación natural en cada vivienda.
El Desarrollo:
Luna Residences ofrece una comunidad residencial con un diseño moderno que se adapta a las necesidades actuales. Es el lugar ideal para familias, parejas o personas que buscan un hogar con altos estándares de calidad y un ambiente tranquilo.

¡Contáctanos para conocer más sobre Luna Residences!
Descubre tu nuevo hogar y haz realidad el estilo de vida que siempre has deseado.

**FECHA DE ENTREGA SEP/2025**

**Precio sujeto a cambio sin previo aviso aplicable hasta el momento de firma del contrato respectivo.
La s imágenes son ilustrativas.**
Precios totales en operaciones de contado y en caso de que las operaciones sean por crédito el precio total se determinará en función de los montos variables de conceptos de créditos y gastos notariales que deben ser consultados con los promotores, conforme al apartado 5.6.7 de la NOM 247
**Los precios señalados son referenciales al precio por metro cuadrado, se atenderá a que el valor es la cantidad que resulte ser más alta.**. EasyBroker ID: EB-SA5820","Jardines Del Bosque, Guadalajara, Jalisco","$ 7,534,073 MXN",venta,3,2,178 m²,2 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-59da19c265b5-879a-1992f68-874f-7aa6,2025-09-17T19:26:03.024788,Casa en Venta en Chapalita,"Wiggot: pnbt90g


Terreno: 542 m
Construcción: 495 m

Características:
Sala/bar
Comedor
Cocina
Terraza cubierta
Jardín interior
1/2 Baño de visitas
3 Habitaciones con baño completo y vestidor
Estudio
Terraza descubierta
Cuarto de servicio
4 Cajones de estacionamiento

GP 4%","Chapalita, Guadalajara, Jalisco","$ 17,500,000 MXN",venta,3,3,495 m²,4 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-e92048022dbe-3aa6-194628a-bd6f-75e9,2025-09-17T19:26:03.024788,Casa en Condominio en Venta en Jardines Del Bosque,"Vive en un lugar donde el diseño, la calidad y el confort se combinan para brindarte el hogar de tus sueños.

Ubicación Estratégica:
Luna Residences está ubicado en una zona privilegiada de Guadalajara, dentro de la colonia Jardines del Bosque, reconocida por su excelente conectividad y calidad de vida. Este desarrollo se encuentra en una de las áreas más tranquilas y bien planeadas de la ciudad, cerca de servicios esenciales, comercios y áreas recreativas.

Datos curiosos sobre la ubicación:

Jardines del Bosque es conocida por su diseño urbanístico que mezcla calles arboladas con áreas comerciales, proporcionando un equilibrio perfecto entre tranquilidad y conveniencia.
Esta colonia cuenta con acceso a importantes vialidades como Av. Mariano Otero y Av. López Mateos, que conectan con los principales puntos de la ciudad.
A pocos minutos de distancia se encuentran parques, centros culturales y restaurantes emblemáticos que hacen de esta área un lugar vibrante para vivir.
Características del Desarrollo:

Viviendas diseñadas con espacios funcionales y acabados de alta calidad.
Pisos interiores y exteriores de porcelánico rectificado modelo Adria Grey, que ofrecen un diseño contemporáneo y durabilidad.
Carpintería en madera tono Malta para puertas, closets y muebles de baño, complementada con herrajes en cromo mate o negro mate.
Detalles de Cocina:

Cocinas modernas con muebles en melamina tono Malta y blanco mate.
Cubiertas de granito negro San Gabriel con acabado mate.
Tarja doble de acero inoxidable y grifería de alta calidad de la colección JYM de Urrea.
Campana y estufa con horno, que brindan practicidad y elegancia.
Baños Elegantes:

Sanitarios de una pieza marca Tendenza.
Lavamanos American Standard en diferentes estilos para baños generales y medios baños.
Grifería de la colección JYM de Urrea en acabados cromo y negro mate, garantizando estilo y funcionalidad.
Otros Acabados y Detalles Importantes:

Cancelaría de aluminio color gris Europa con cristales claros y mosquiteros corredizos.
Diseño arquitectónico que optimiza la iluminación y ventilación natural en cada vivienda.
El Desarrollo:
Luna Residences ofrece una comunidad residencial con un diseño moderno que se adapta a las necesidades actuales. Es el lugar ideal para familias, parejas o personas que buscan un hogar con altos estándares de calidad y un ambiente tranquilo.

¡Contáctanos para conocer más sobre Luna Residences!
Descubre tu nuevo hogar y haz realidad el estilo de vida que siempre has deseado.

**FECHA DE ENTREGA SEP/2025**

**Precio sujeto a cambio sin previo aviso aplicable hasta el momento de firma del contrato respectivo.
La s imágenes son ilustrativas.**
Precios totales en operaciones de contado y en caso de que las operaciones sean por crédito el precio total se determinará en función de los montos variables de conceptos de créditos y gastos notariales que deben ser consultados con los promotores, conforme al apartado 5.6.7 de la NOM 247
**Los precios señalados son referenciales al precio por metro cuadrado, se atenderá a que el valor es la cantidad que resulte ser más alta.**. EasyBroker ID: EB-SA5773","Jardines Del Bosque, Guadalajara, Jalisco","$ 8,597,100 MXN",venta,3,2,205 m²,2 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-ad2e635782a-166-198c867-90b3-7771,2025-09-17T19:26:03.024788,Casa en Venta en San Rafael,"Wiggot: pFIDifh


Conoce esta gran casa multifuncional y muy grande en la Colonia San Rafael ,Guadalajara.

Cuenta con el Parque San Rafael a solo 2 cuadras y La estación San Andrés de L2 a 15 min caminando, así como varias vialidades que te conectan con la ciudad.

Características:
Planta Baja: Estacionamiento para 1 auto, sala, comedor, cocina (barra), 3 habitaciones, un baño completo y patio / terraza / área de lavado.
Planta Alta 1 : sala, comedor, barra para cocina, patio de servicio y una habitación (con entrada independiente externa e interna), y... un espacio extra muy amplio de bodega*.

-Cuenta también con cisterna, y tiene oportunidad de remodelación y varios usos.

Contáctanos ahora ¡No dejes pasar la oportunidad de hacerla tuya! ¡Haz tu cita y conócela ! Para más información contáctanos a los números: 33,11,71,04,81 / 33,11,48,77 24 / 33,14,29,25,90 llamando o envía un mensaje de WhatsApp; en AE Inmobiliaria con gusto te atenderemos. 

El precio no incluye gastos Notariales de escrituración, avalúo comercial, comisiones o gastos que cobren por el crédito hipotecario. / Precio sujeto a cambios sin previo aviso. / Producto sujeto a disponibilidad.","San Rafael, Guadalajara, Jalisco","$ 3,700,000 MXN",venta,4,2,228 m²,1 Estacionamiento
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-6c116ea6f709-8ff-1994401-86ed-7c2a,2025-09-17T19:26:03.024788,Casa en Venta en Jardines Alcalde,"Wiggot: pfYN56K


Casa en venta en Jardines Alcalde

Terreno: 174.83 m
Construcción: 213.73 m

- 3 Niveles
- Sala/comedor
- Cocina
- 5 Habitaciones
- 2 Baños completos
- 1/2 Baño de visitas
- Patio interior
- 2 Cajones de estacionamiento

4% JP","Jardines Alcalde, Guadalajara, Jalisco","$ 5,700,000 MXN",venta,5,2,213 m²,
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-e36ba832f924-1513-1992f69-907a-7be6,2025-09-17T19:26:03.024788,Casa en Venta en Chapalita,"Wiggot: pOEIyDG


Características Generales:
 Superficie del terreno: 950 m
 Superficie construida: 515 m
 Niveles: 2 pisos
 Recámaras: 5
 Baños completos: 5
 Medio baño: 1
 Estacionamiento para 8 vehículos
 Sala y comedor
 Cocina integral
 Sala de tv
 Estudio
 2 cuartos de servicio con baño completo
 Terraza con jardín
 patio
 cuarto de lavado

Zonas Aledañas:
 Colegios cercanos, instituto victoria
 Parque cercano ciudad de los niños
 Accesos rápidos a vías principales, Av. Tepeyac y Av. Guadalupe
Supermercados como Walmart y soriana

CC","Chapalita, Guadalajara, Jalisco","$ 32,500,000 MXN",venta,7,7,515 m²,
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-38690dd5cf95-a74b-190812e-b487-74e8,2025-09-17T19:26:03.024788,Casa en Venta en Jardines Alcalde,"Se distingue por sus espacios amplios buena iluminación y excelente ubicación. 

A 4 cuadras del CODE.
A 5 cuadras de Tránsito.

La casa cuenta con:

Planta baja: 

-Sala 
-Comedor 
-Bodega bajo escalera 
-1/2 baño 
-Cuarto con baño completo y clóset 
-Cocina integral con acabado de granito 
-Patio de servicio 
-Piso de mármol 
-Acabados de madera 
-Estacionamiento para 5 vehículos en cochera 
-Portón eléctrico 
-Hidro neumático 

Segundo nivel :

-Habitación principal con baño completo con tina y  walking clóset en baño y clóset en la habitación.
-3 habitaciones con clóset 
-1 baño completo 
-1 estudio biblioteca con balcón 

 Tercer nivel:

-Terraza 
-Cuarto de lavado 
-Bodega 
-1/2 baño 

Equipo:
Boiler eléctrico 
Calentador solar

Estatus legal: Libre de gravamen. 

*Precio sujeto a cambios sin previo aviso. 
Aviso de privacidad disponible en: 
https://capannarealestate.easybroker.com/own---- EasyBroker ID: EB-QO5222","Jardines Alcalde, Guadalajara, Jalisco","$ 8,200,000 MXN",venta,5,3,377 m²,5 Estacionamientos
lam,Casas_y_terrenos,Guadalajara,Venta,Casas,https://www.lamudi.com.mx/detalle/41032-73-27f07ae2455c-b68e-1991b2f-94d0-7183,2025-09-17T19:26:03.024788,Casa en Venta en Chapalita,"Hermosa Casa En Chapalita En Una
Ubicación Estratégica La Zona Es
Conocida Por Su Seguridad Y Acceso A
Servicios Esenciales, Cerca De La Gran
Plaza Fashion Mall Y Plaza Del Sol, A 5
Min Del Parque Metropolitano De
Guadalajara, Todos Los Servicios Cercanos, Bancos, Escuelas, Tiendas
De Autoservicio, Supermercados.




¡Crea patrimonio con Inversión Inteligente! 
Propiedad Recuperada con Alta Plusvalía – Precio Exclusivo.

Rodrigo Ordaz +52-55-20-69-9----
Adquiere esta propiedad con un descuento exclusivo sobre su valor comercial. Ideal para inversionistas, compradores estratégicos o uso personal que buscan alta rentabilidad, seguridad jurídica y crecimiento patrimonial.
Ubicada en una zona con elevado potencial de desarrollo urbano, esta propiedad representa una oportunidad única de capitalización inmediata.
Beneficios clave:
Precio por debajo del avalúo comercial 
Excelente proyección de plusvalía
Ideal para renta, reventa o uso personal
Trámite ágil, respaldo todo su proceso
Todo es bajo contrato
Sesión de derechos ante notario 
Entrega en poco tiempo
Tu eliges la notaría
 Haz crecer tu patrimonio hoy mismo. Solicita más información para asegurar esta oportunidad antes que nadie. 
Rodrigo Ordaz +52-55-20-69-9----
+de 50 clientes satisfechos en poco más de 5 años","Chapalita, Guadalajara, Jalisco","$ 645,000 MXN",venta,4,3,"4,930 m²",3 Estacionamientos
